,Identifier (RIC),Company Name,Country of Exchange,GICS Industry Name,GICS Sub-Industry Name,Exchange Name,Instrument Type,Ticker Symbol,EPS FY1 2020-11-30,EPS FY1 2020-08-31,EPS FY1 2020-05-31,EPS FY1 2020-02-29,EPS FY1 2019-11-30,EPS FY1 2019-08-31,EPS FY1 2019-05-31,EPS FY1 2019-02-28,EPS FY1 2018-11-30,EPS FY1 2018-08-31,EPS FY1 2018-05-31,EPS FY1 2018-02-28,EPS FY1 2017-11-30,EPS FY1 2017-08-31,EPS FY1 2017-05-31,EPS FY2 2020-11-30,EPS FY2 2020-08-31,EPS FY2 2020-05-31,EPS FY2 2020-02-29,EPS FY2 2019-11-30,EPS FY2 2019-08-31,EPS FY2 2019-05-31,EPS FY2 2019-02-28,EPS FY2 2018-11-30,EPS FY2 2018-08-31,EPS FY2 2018-05-31,EPS FY2 2018-02-28,EPS FY2 2017-11-30,EPS FY2 2017-08-31,EPS FY2 2017-05-31,Revenue FY1 2020-11-30,Revenue FY1 2020-08-31,Revenue FY1 2020-05-31,Revenue FY1 2020-02-29,Revenue FY1 2019-11-30,Revenue FY1 2019-08-31,Revenue FY1 2019-05-31,Revenue FY1 2019-02-28,Revenue FY1 2018-11-30,Revenue FY1 2018-08-31,Revenue FY1 2018-05-31,Revenue FY1 2018-02-28,Revenue FY1 2017-11-30,Revenue FY1 2017-08-31,Revenue FY1 2017-05-31,Revenue FY2 2020-11-30,Revenue FY2 2020-08-31,Revenue FY2 2020-05-31,Revenue FY2 2020-02-29,Revenue FY2 2019-11-30,Revenue FY2 2019-08-31,Revenue FY2 2019-05-31,Revenue FY2 2019-02-28,Revenue FY2 2018-11-30,Revenue FY2 2018-08-31,Revenue FY2 2018-05-31,Revenue FY2 2018-02-28,Revenue FY2 2017-11-30,Revenue FY2 2017-08-31,Revenue FY2 2017-05-31
TCBK,TCBK.OQ,Trico Bancshares,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,TCBK,2.0678,2.21783,2.34667,2.96217,2.95371,3.0058,2.97,2.466,2.408,2.408,2.6025,2.17,2.194,2.086,2.045,2.16217,2.13633,2.186,2.86667,2.95857,3.1506,3.16083,2.97417,2.9735,2.96833,2.9925,2.295,2.264,2.22,2.21,315029500,308506200,305494400,311384800,312046830,314329400,316037200,262672000,262032600,268337600,275175000,225750000,225875000,224450000,228400000,306267200,303533600,306674000,317276400,323689500,330160200,332481800,307046800,308750400,313454200,314175000,274233330,237875000,236725000,239666670
TCF,TCF.OQ,TCF Financial Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,TCF,2.43911,2.67,3.15578,3.35192,3.34462,4.025,4.205,3.905,3.98143,3.9275,3.92778,2.78222,2.92833,3.00857,3.09571,2.88233,3.35039,3.65167,4.22627,4.48292,4.68783,4.64,4.18125,4.37,4.3575,4.32889,3.68111,3.55889,3.50143,3.52714,2088633550,2158686670,2158007830,1766776500,1731641750,1189225000,1203175000,791533330,798850000,793250000,782050000,720116670,721516670,718225000,720200000,2078431460,2161272670,2221982580,2261450840,2311105310,2389795670,2411383330,839666670,861450000,847166670,840733330,776783330,778066670,771850000,764975000
TCFC,TCFC.OQ,Community Financial Corp(Maryland),United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,TCFC,2.27667,2.475,2.515,2.77,2.79667,2.86,2.77667,2.035,2.2,2.7,2.68,2.23,2.1,2.02,1.86,2.30667,2.615,2.525,2.98667,2.98333,3.01,3.01,2.8,2.785,3.115,3.05,2.46,2.22,2.14,2,61053670,62251000,59857000,53780330,53723670,55722670,53491000,51297500,51171500,57200000,57500000,48500000,47900000,47600000,46700000,60363330,63105500,61932500,57273670,57347670,59902000,57954670,54524000,54331500,61200000,62000000,61200000,51900000,51300000,50200000
TFC,TFC.N,Truist Financial Corp,United States of America,Banks,Regional Banks,"NEW YORK STOCK EXCHANGE, INC.",Ordinary Shares,TFC,3.206,2.922,4.035,4.01875,4.10889,4.19333,4.30642,3.97873,3.95742,4.00019,3.93845,2.765,2.81,2.8195,3.09571,3.31053,3.59,4.4155,4.33676,4.44367,4.59938,4.76462,4.36893,4.3435,4.34871,4.26682,3.45331,3.44787,3.47026,3.48706,22188187360,22119873170,22234661640,12544590380,12015589500,11965515600,11985253130,11638140050,11614202050,11676870840,11674698810,11341712000,11384274140,11449319480,11389020000,21542052180,21762736000,22327869000,22042960300,21668380000,22084122670,22209996700,12011294150,12085170750,12133376700,12078540400,11680834270,11790309640,11926711760,11952197350
TFSL,TFSL.OQ,TFS Financial Corp,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,TFSL,0.31,0.24,0.22,0.24,0.27,0.28667,0.3,0.32667,0.31333,0.34,0.35,0.31,0.31,0.3,0.285,0.2305,0.196,0.175,0.245,0.245,0.29667,0.30667,0.33667,0.33667,0.36,0.375,0.32,0.305,0.305,0.29,257937000,257937000,251800000,278200000,278230000,279025670,273057660,280244000,283732500,287617000,285987000,289147510,279101000,281468990,274952500,255600000,255600000,242000000,270600000,285047500,287161660,281429670,291938000,290395000,296590990,295337490,299676010,287832500,292351000,281029500
THFF,THFF.OQ,First Financial Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,THFF,3.22667,2.88667,3.05667,3.73667,3.65333,3.61,3.71667,3.8,3.765,3.49,3.38667,2.71333,2.7,2.85667,2.76,2.56333,2.35667,3.05333,3.76667,3.76333,4.04,4.06667,3.56333,3.51,3.52667,3.53667,2.91333,2.91,2.93667,2.91667,188000000,188250000,185950000,170200000,173948500,175208500,180278500,151372500,151243000,149440500,149806000,146978500,144729500,145724500,145400000,183062000,183350000,185900000,186500000,194563500,199437000,197967000,154954000,156428500,155277500,155461500,151610500,148889000,149914500,149545000
TMP,TMP.A,Tompkins Financial Corp,United States of America,Banks,Regional Banks,NYSE MKT LLC,Ordinary Shares,TMP,4.495,3.755,3.615,5.205,5.15,5.455,5.42,5.435,5.475,5.5,5.485,4.435,4.42,4.28,4.245,4.375,4.25,3.685,5.245,5.105,5.62,5.585,5.565,5.73,5.895,5.88,5.26,5.15,5.055,5.035,297900000,293800000,284200000,287500000,284700000,287450000,289400000,285650000,286100000,289550000,288300000,272450000,272250000,269150000,264900000,290200000,284000000,279700000,290900000,290900000,298450000,300100000,295600000,298200000,305750000,303350000,286300000,286200000,284800000,280100000
TOWN,TOWN.OQ,Towne Bank,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,TOWN,1.7025,1.36333,1.46,1.87333,1.87333,1.96333,2.0725,2.0075,2,2,1.996,1.568,1.56333,1.5925,1.6525,1.2125,0.98333,1.5,1.85333,1.87333,2.05,2.1775,2.13,2.202,2.184,2.178,1.884,1.95333,1.9725,1.9275,597927250,573100000,550227000,563329000,560803330,555047670,559449670,540741000,541125400,535191000,525598200,448644200,450129670,437354750,439142250,574255500,552254330,559200670,573100000,571960670,573602330,585280000,571307750,574739000,569021000,559637600,532355600,535812000,527195670,467433500
TRMK,TRMK.OQ,Trustmark Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,TRMK,1.7844,1.34,1.7444,2.365,2.34567,2.23133,2.20883,2.20314,2.24629,2.18871,2.14029,1.79,1.745,1.782,1.77857,1.612,1.5736,1.7454,2.225,2.26617,2.29567,2.255,2.23757,2.30214,2.299,2.28457,2.00857,1.99,1.97714,1.96429,693440000,652340000,609800000,628475830,627740500,622144830,620685170,619573140,616818430,614327140,616280000,604945570,608450570,607999570,596800290,658180000,643420000,615360000,631707330,634729670,638203000,637580000,630621860,633937000,637625290,644192000,629164570,635894570,635564140,626406710
TRST,TRST.OQ,TrustCo Bank Corp N Y,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,TRST,0.51,0.52,0.52,0.6,0.6,0.63,0.63,0.63,0.63,0.63,0.63,0.5,0.49,0.45,0.45,0.55,0.55,0.55,0.62,0.62,0.64,0.64,0.63,0.63,0.63,0.63,0.63,0.59,0.56,0.56,170500000,169800000,169400000,176300000,178600000,181500000,183300000,178200000,178600000,177800000,177800000,172900000,172000000,167900000,167300000,180000000,176500000,180400000,183900000,185200000,189200000,188000000,179200000,178200000,178900000,180100000,178400000,177600000,172900000,173000000
TSBK,TSBK.OQ,Timberland Bancorp Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,TSBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSC,TSC.OQ,TriState Capital Holdings Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,TSC,1.08433,1.11714,1.24,1.89167,1.83767,1.894,1.92833,1.77333,1.78714,1.57,1.55571,1.22833,1.19,1.20333,1.17786,1.27,1.56857,1.734,1.93167,1.965,2.178,2.264,1.95714,2.04167,1.91,1.92167,1.56286,1.558,1.58,1.5755,189527800,195862200,185095250,178826750,177648250,184897000,184143250,163716600,167824400,164895200,164222800,138213000,139853500,143544750,143555600,205629200,213990000,205910500,196998750,198568000,210752500,210875250,189377400,199016800,192727000,192794800,162211200,166383000,170364750,169675000
UBCP,UBCP.OQ,United Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,UBCP,1.19,1.19,1.31,1.2,,,,,,,,,,,,1.4,1.39,1.45,1.33,,,,,,,,,,,,21997000,21997000,22459000,20804000,,,,,,,,,,,,22952000,22952000,24058000,22459000,,,,,,,,,,,
UBFO,UBFO.OQ,United Security Bancshares,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,UBFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBOH,UBOH.OQ,United Bancshares Inc,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,UBOH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBSI,UBSI.OQ,United Bankshares Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,UBSI,1.878,1.88667,2.21667,2.55,2.524,2.525,2.51667,2.44833,2.47833,2.44667,2.42833,1.91667,1.92167,2.06833,2.07167,1.9914,2.015,2.26625,2.47275,2.48433,2.57333,2.59,2.53,2.59667,2.57,2.545,2.26167,2.24833,2.33333,2.33167,929446800,888980250,825798500,728496670,725106200,721141800,725186200,723182600,732454600,735546800,748129800,678630600,689211600,652462200,636148000,931451800,927840500,906117250,826806250,723629600,740105400,748175000,734943000,757539200,763088600,776675600,749923800,778640600,739434800,734690600
UCBI,UCBI.OQ,United Community Banks Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,UCBI,1.58267,1.61629,1.88257,2.35813,2.30075,2.33471,2.28043,2.13143,2.14933,2.2225,2.21667,1.625,1.62333,1.615,1.59625,1.77263,1.80038,1.98071,2.29213,2.26975,2.40714,2.39714,2.261,2.35117,2.4645,2.47833,1.895,1.84571,1.86286,1.82,641368000,612981710,582575710,574383570,567875860,572072330,570732500,533350830,534121400,538900000,542529600,444910600,448701400,437349800,435964430,644713430,638927860,628674000,585463140,581589710,601297670,599802670,565224670,575750800,582995200,590360400,492708330,512803500,477563600,468351330
UMBF,UMBF.OQ,UMB Financial Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,UMBF,3.321,2.30143,3.30571,4.76743,4.67143,4.765,4.58286,4.535,4.545,4.66,4.49857,3.648,3.6325,3.75143,3.6675,3.68571,3.56186,3.36143,4.45086,4.56514,4.88,4.79571,4.67714,4.79714,5.00571,4.92857,4.03429,4.02429,4.12143,4.15125,1170239000,1153983800,1116904600,1104726400,1111191200,1098631800,1073759000,1028785400,1038769600,1068700600,1063037400,1015251800,1027194800,1049291800,1056056800,1156651200,1156722800,1143907600,1119891400,1137601400,1135604600,1125754800,1074150000,1093795600,1129843200,1126219000,1054579400,1079762400,1090695400,1126758200
UMPQ,UMPQ.OQ,Umpqua Holdings Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,UMPQ,-7.48833,-0.4175,1.15333,1.58956,1.6,1.53591,1.62417,1.45917,1.39417,1.4575,1.34583,1.03818,1.04667,1.05818,1.12,1.09788,1.15111,1.19889,1.448,1.54455,1.67909,1.7575,1.67818,1.64,1.68258,1.59167,1.2825,1.2375,1.22364,1.247,1218020140,1159494880,1175587130,1248812670,1229551330,1211313000,1246169920,1222014330,1218459750,1229102580,1209138420,1145746080,1143271080,1140316640,1144424110,1133823430,1156244380,1195491000,1216120900,1239994560,1269499910,1302392330,1262963670,1278576830,1291800920,1280376750,1207050420,1214481920,1209639090,1204894560
UNB,UNB.OQ,Union Bankshares Inc,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,UNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNTY,UNTY.OQ,Unity Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,UNTY,1.91333,1.70667,1.87867,2.125,2.145,2.1825,2.151,2.07,2.03,,,,,,,2.06333,1.95333,2.10433,2.1975,2.255,2.4055,2.46,2.067,2.196,,,,,,,74541000,71530000,69364330,66500000,67133000,67490000,67829000,62735000,63136000,,,,,,,75304330,73980000,73477000,70874500,72771000,73564500,75162000,67854000,69918000,,,,,,
USB,USB.N,U.S. Bancorp,United States of America,Banks,Diversified Banks,"NEW YORK STOCK EXCHANGE, INC.",Ordinary Shares,USB,2.59248,2.17576,3.88024,4.33746,4.29552,4.28331,4.31884,4.09996,4.07463,4.04758,4.0612,3.42373,3.42759,3.46636,3.48748,2.84125,3.1294,4.09329,4.42571,4.40636,4.51954,4.60268,4.35585,4.35693,4.36764,4.38068,3.77873,3.7871,3.83142,3.84803,22781359420,22336109390,22767491420,23029356090,22958765500,22963888500,23135527050,22497816740,22540266270,22696828300,22966020440,21944312390,22025322920,22080398570,22191787440,22489565420,22640154850,23326813330,23254654500,23366837540,23641702100,23961922860,23328562700,23553596460,23842475130,24136497910,23066777920,23323412330,23319204420,23428814640
UVSP,UVSP.OQ,Univest Financial Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,UVSP,0.94375,1.18,1.35,2.23333,2.13,2.15333,2.14,1.61,1.56333,1.53,1.86667,1.69667,1.75,1.73,1.715,1.35975,1.185,1.46333,2.17333,2.105,2.27333,2.27667,2.12,2.12333,2.09333,2.08667,1.8,2.08,2.06333,2.06,247024670,245766000,228572000,235588500,235900000,235000000,232400000,218750000,217850000,216450000,214850000,204950000,206650000,204800000,202050000,235398000,231710330,230536000,241885000,248100000,249450000,245800000,231150000,232450000,230150000,230800000,217250000,224600000,224550000,221450000
VBFC,VBFC.OQ,Village Bank and Trust Financial Corp,United States of America,Banks,Regional Banks,NASDAQ CAPITAL MARKET,Ordinary Shares,VBFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VBTX,VBTX.OQ,Veritex Holdings Inc,United States of America,Banks,Regional Banks,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,VBTX,1.43,1.4146,1.776,2.3046,2.31333,2.532,2.48667,1.654,1.778,1.775,1.788,1.0575,1.06,1.14,1.2325,1.704,1.7454,1.954,2.3972,2.42633,2.67017,2.68,2.336,2.37,2.082,2.1,1.725,1.665,1.7025,1.7125,306372200,306875800,287563800,317354600,320110400,333918200,334342600,124592800,124907500,123794500,123013200,73711000,73322000,76592670,73400750,297426000,301510200,291523000,310016400,318556200,351887800,356309200,329818250,330190500,137506600,138982200,123298000,126490500,96468000,96417000
VLY,VLY.OQ,Valley National Bancorp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,VLY,0.9423,0.8941,0.8762,0.9134,0.90557,0.92689,0.94833,0.82756,0.865,0.88033,0.90278,0.668,0.71,0.70889,0.69857,0.9343,0.8862,0.9497,0.9834,1.00014,1.024,1.0458,0.97982,1.02155,1.02846,1.009,0.821,0.82625,0.78667,0.77857,1300090890,1247008110,1151977220,1026509000,1019782410,1035694710,1047484560,989563300,993171500,988180330,985811300,768084600,773962330,769668000,761395000,1290638330,1239609890,1206604670,1176454890,1192990000,1136976000,1094932440,1052955600,1045178100,1039777600,1044441100,938877300,952814000,812480220,802015330
WABC,WABC.OQ,Westamerica Bancorp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,WABC,2.82667,2.67,2.65667,2.96,2.905,2.96875,2.955,2.67333,2.73,2.725,2.755,2.3175,2.32,2.305,2.315,2.86533,2.75,2.54667,2.9125,2.78667,3.0375,3.07667,2.90225,2.97333,2.97333,3.01667,2.465,2.49667,2.55,2.56667,208900000,203775000,197615000,206950000,206823330,209910000,210453330,192456670,193653330,194226670,194000000,188393330,189106670,190410000,190876670,206235000,200770000,190985000,205033330,206900000,214316670,217310000,199756670,203553330,204676670,203373330,195233330,197143330,199193330,198863330
WAFD,WAFD.OQ,Washington Federal Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,WAFD,1.9045,1.8585,1.98,2.4685,2.6075,2.5675,2.512,2.5098,2.382,2.36,2.398,2.06,1.908,1.886,1.854,1.495,1.68,1.8725,2.60275,2.69,2.655,2.6296,2.66275,2.6,2.592,2.718,2.294,2.042,2.038,1.978,476482250,480128500,467315500,500172500,483993000,482008250,481044250,487570000,475030200,473945000,485958600,465442400,431253000,434618810,423309600,484376500,490172500,471024250,519915500,502310250,494852000,499330190,500559740,497521400,497420200,522102200,500040800,476139800,478419800,446111410
WAL,WAL.N,Western Alliance Bancorp,United States of America,Banks,Regional Banks,"NEW YORK STOCK EXCHANGE, INC.",Ordinary Shares,WAL,3.67191,3.45625,4.49933,4.79767,4.73746,4.73169,4.62229,4.06886,4.05136,4.04869,4.02867,3.07556,3.04,2.97444,2.9665,4.34846,4.52933,4.83667,4.95742,4.97385,5.04954,5.02136,4.57414,4.60564,4.58885,4.58575,3.669,3.53,3.47333,3.4293,1222811780,1233077750,1169250600,1113767560,1103800800,1107090000,1112200180,982181820,985700000,983825600,981268700,855800000,851975000,844414290,830122860,1225888330,1244346500,1253858900,1190128000,1187407270,1195272000,1218445000,1107847820,1114522730,1109329400,1103998550,980825000,966387500,958088570,934391430
WASH,WASH.OQ,Washington Trust Bancorp Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,WASH,3.74,2.738,3.258,4.0388,3.884,4.086,4.065,3.94333,3.925,3.7975,3.775,2.9375,2.9125,2.8325,2.9275,3.38,2.748,3.406,3.858,3.898,4.336,4.405,4.2025,4.2425,4.105,4.1,3.555,3.4425,3.3875,3.4675,128922400,131876600,131887600,134038000,135853400,140924800,140373750,132107000,132496500,131293250,128999250,119678000,120120250,120340250,118703250,131995800,133525600,137711800,133615200,139605400,148063600,149853500,141640500,142775250,141146000,139409250,128248000,129605000,131528250,129079500
WBS,WBS.N,Webster Financial Corp,United States of America,Banks,Regional Banks,"NEW YORK STOCK EXCHANGE, INC.",Ordinary Shares,WBS,2.3075,2.23615,3.21667,4.07033,4.10646,4.18257,4.16657,3.74333,3.62023,3.55879,3.37714,2.6,2.55154,2.47692,2.40615,2.50808,2.70985,3.2965,3.81875,4.01609,4.31607,4.36279,4.11614,4.041,3.90886,3.70214,2.91539,2.81231,2.82154,2.78,915702000,934437180,916805400,962329300,968029560,979333000,989272000,907408180,904933360,900296000,870738370,795212130,795518000,795101130,793001630,892594500,912777360,939612200,955639600,985454890,1021854270,1041353800,990676360,983040270,985428380,942344880,854693500,853353120,863631250,866080380
WCFB,WCFB.PK,WCF Bancorp Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,OTC MARKETS,Ordinary Shares,WCFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNEB,WNEB.OQ,Western New England Bancorp Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,WNEB,0.37,0.275,0.455,0.5,0.5115,0.52333,0.57,0.5575,0.585,0.55667,0.5675,0.545,0.575,0.595,0.50667,0.33667,0.3325,0.5225,0.55275,0.561,0.58,0.6275,0.5725,0.605,0.6175,0.6225,0.585,0.6225,0.6225,0.58,63555670,60409500,60993250,58011000,58540000,58279670,60735750,60051250,60964000,60564250,63096750,58732000,59752750,59248250,57410500,60979000,60716000,64683250,60677250,63020000,61270670,63861000,61159000,62985000,63698250,66688750,61701500,64391500,63481750,59295000
WSBC,WSBC.OQ,WesBanco Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,WSBC,1.53,1.648,2.49143,2.985,3.10333,3.23,3.28714,2.8575,3.024,3,2.91286,2.40429,2.45429,2.49286,2.51257,1.78143,1.92286,2.55714,3.03857,3.258,3.325,3.38286,3.3,3.25286,3.20714,3.13571,2.76833,2.72429,2.74857,2.76857,490207330,480689000,472586800,400419430,401220430,404202000,407551140,349921140,342846720,334634330,318598720,301217430,298375570,298609710,299656000,460836570,459928290,473679000,486760000,503973570,412398570,419815000,407014570,404096000,402215160,340441430,330118840,313204290,315338430,317269670
WSBF,WSBF.OQ,Waterstone Financial Inc,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,WSBF,1.97,1.13,1.25,1.29,1.15,1.11,1.02,1.15,1.08,1.15,1.11,1.03,1.06,1.1,1.02,1.16,1.06,1.08,1.17,1.16,1.15,1.1,1.15,1.18,1.14,1.17,1.16,1.21,1.33,1.21,52300000,53400000,51500000,52100000,51700000,52700000,52800000,54400000,54800000,55400000,54800000,50400000,51100000,52000000,50200000,51200000,53400000,52900000,52200000,52700000,54200000,54400000,55000000,56800000,58100000,58300000,54800000,53400000,57300000,54900000
WSFS,WSFS.OQ,WSFS Financial Corp,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,WSFS,1.19,1.86433,2.886,3.65667,3.56667,3.63533,3.628,3.54,3.6075,3.375,3.38,2.524,2.55667,2.585,2.58,2.682,2.5848,3.04,3.736,3.8664,4.0624,4.132,3.65,3.44833,3.775,3.75833,3.02,2.97333,3.03333,3.04833,461332200,455759800,438394800,440672600,438482330,429193200,428230500,245728670,245009830,242497330,262917830,221420670,222628170,223636170,223202200,431684400,423461400,440792600,486775800,462402830,476093840,479640000,434617170,443389330,262669500,260942170,242367330,245609500,246658500,244982600
WTBA,WTBA.OQ,West Bancorporation Inc,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,WTBA,1.96,1.92,1.8,1.72,1.7,1.75,1.8,1.72,1.77,1.85,1.93,1.56,1.53,1.49,1.44,2.13,1.74,1.9,2,1.95,2,2,1.78,1.95,2,2.05,1.73,1.66,1.73,1.73,91200000,91100000,77610000,74070000,73510000,74200000,74510000,70110000,70690000,71610000,73070000,68060000,67910000,68330000,67890000,94900000,88100000,80410000,81760000,80770000,80880000,81080000,71285000,75330000,75540000,76800000,71570000,71770000,73830000,73880000
WTFC,WTFC.OQ,Wintrust Financial Corp,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,WTFC,3.57083,3.86583,4.52133,6.18325,6.12346,6.60523,6.53662,6.067,6.01239,5.85217,5.55731,4.35455,4.3,4.11333,3.92667,3.56683,3.72733,4.58392,6.19758,6.43985,7.03923,7.01331,6.57892,6.52146,6.37,6.20592,5.06727,4.75636,4.6175,4.43133,1617861640,1557401000,1460822180,1468609460,1458096670,1459564080,1448462000,1339433000,1330075500,1308318580,1276597250,1153494730,1152244270,1121710090,1132282360,1496508910,1461268360,1488549000,1529983820,1535286920,1546428000,1543752420,1450484670,1442589330,1409668670,1380525830,1258290090,1252113180,1222496090,1226369180
WVFC,WVFC.OQ,W V S Financial Corp,United States of America,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance,NASDAQ/NMS (GLOBAL MARKET),Ordinary Shares,WVFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZION,ZION.OQ,Zions Bancorporation NA,United States of America,Banks,Regional Banks,NASDAQ/NGS (GLOBAL SELECT MARKET),Ordinary Shares,ZION,2.01725,1.93092,3.69809,4.26005,4.19828,4.48519,4.45404,4.08346,3.9546,3.98839,3.65052,2.80696,2.808,2.58731,2.44757,3.02558,3.19971,3.887,4.44021,4.35628,4.78385,4.80515,4.29863,4.14796,4.14736,4.04985,3.198,3.16025,3.00207,2.93804,2823167050,2809972600,2699981840,2843053450,2839096710,2916656260,2925281220,2787731740,2781950270,2793785420,2761368170,2619556140,2625446080,2596398780,2584454170,2712831300,2742771500,2734813630,2811217500,2829647140,2998148220,3017115350,2902760870,2924170830,2941294540,2912786270,2768546360,2786976700,2775256780,2766433390
